,Handle,Date,Compound,Positive,Neutral,Negative,Tweet Text,Tweets Ago
405,nytimes,Sat Apr 28 04:42:03 +0000 2018,-0.8402,0.0,0.704,0.296,"RT @nytpolitics: The parents of Otto Warmbier have sued North Korea, alleging that it kidnapped, tortured and murdered their son https://t.…",6
406,nytimes,Sat Apr 28 04:21:02 +0000 2018,0.0,0.0,1.0,0.0,"This fungus can respond to wind and touch, grow toward light and detect and navigate around objects placed above it… https://t.co/UvcVZWzYEV",7
407,nytimes,Sat Apr 28 04:02:03 +0000 2018,0.8979,0.377,0.623,0.0,"A film about 2 girls in love, the first Kenyan film ever nominated for an award at Cannes Film Festival, is banned… https://t.co/hw7HeR7ntH",8
408,nytimes,Sat Apr 28 03:47:03 +0000 2018,-0.8689,0.0,0.647,0.353,"RT @nytimesbusiness: Describing himself as ""angry, hurt and unmoored,"" Tom Brokaw denied an allegation that he harassed a former NBC News c…",9
409,nytimes,Sat Apr 28 03:32:01 +0000 2018,0.4215,0.237,0.763,0.0,"""Have you met James? James saved a lot of lives."" https://t.co/llXGAsenX6",10
410,nytimes,Sat Apr 28 03:17:03 +0000 2018,0.6697,0.18,0.82,0.0,RT @jakesNYT: Is Mr. Kim is really ready to make a deal? Or is he is betting - as most experts think - he can get help to normalize DPRK’s…,11
411,nytimes,Sat Apr 28 03:02:05 +0000 2018,-0.4215,0.0,0.743,0.257,"Stormy Daniels lawsuit delayed as judge cites ""likely"" indictment of Michael Cohen https://t.co/vJShJ6Tf2Y",12
412,nytimes,Sat Apr 28 02:47:06 +0000 2018,0.6705,0.2,0.8,0.0,"Abba: “We all felt that, after some 35 years, it could be fun to join forces again and go into the recording studio"" https://t.co/GMZD2K8oQ6",13
413,nytimes,Sat Apr 28 02:32:07 +0000 2018,0.0,0.0,1.0,0.0,"""I am a lawyer, and I am an informant,"" said Natalia Veselnitskaya, the Russian lawyer who met with Trump campaign… https://t.co/3gLNX4jjcw",14
414,nytimes,Sat Apr 28 02:17:02 +0000 2018,-0.7783,0.0,0.736,0.264,"RT @NYTNational: Brittany Oswell suffered a pulmonary embolism on an American Airlines flight from Hawaii. She later died, and her family h…",15
415,nytimes,Sat Apr 28 02:02:03 +0000 2018,0.0,0.0,1.0,0.0,Speaker Paul Ryan’s decision to dismiss the House chaplain has caused a firestorm on Capitol Hill https://t.co/XNEZDvfWed,16
416,nytimes,Sat Apr 28 01:47:05 +0000 2018,0.0,0.0,1.0,0.0,"5 takeaways from the House report on Russian election meddling
https://t.co/z5TKigmkAS",17
417,nytimes,Sat Apr 28 01:32:07 +0000 2018,-0.5423,0.075,0.747,0.178,Should genealogy databases be used to solve crimes? The Golden State Killer case has set off a debate over privacy… https://t.co/nGQFL8EJBs,18
418,nytimes,Sat Apr 28 01:17:04 +0000 2018,-0.8074,0.0,0.644,0.356,"RT @bankonjustin: For decades, the chilling Golden State Killer attacks hung over California communities. 

@MitchKSmith and I took a look…",19
419,nytimes,Sat Apr 28 01:02:07 +0000 2018,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ztidViKti8,20
420,nytimes,Sat Apr 28 00:47:05 +0000 2018,0.5574,0.18,0.82,0.0,"""The 'Mona Lisa' has, to all meaningful intents and purposes, ceased to exist as an original work of art. It has be… https://t.co/q59O4gyp57",21
421,nytimes,Sat Apr 28 00:32:04 +0000 2018,0.2732,0.183,0.731,0.087,A federal judge dismissed a lawsuit filed by Paul Manafort that tried to narrow the authority of the special counsel https://t.co/JKoCFjD1wl,22
422,nytimes,Sat Apr 28 00:17:03 +0000 2018,0.25,0.071,0.929,0.0,RT @nytopinion: It’s even less likely that North Korea will give up its arsenal now that it sees Trump poised to tear up the Iran nuclear d…,23
423,nytimes,Sat Apr 28 00:02:01 +0000 2018,0.3818,0.106,0.894,0.0,“It’s clear that we’re going to have to remove carbon dioxide from the atmosphere. And we’re going to have to do it… https://t.co/EaSgEUkIWb,24
424,nytimes,Fri Apr 27 23:47:04 +0000 2018,0.0,0.0,1.0,0.0,Follow our live updates from the second night of the NFL draft https://t.co/BXyQCQfQxw,25
425,nytimes,Fri Apr 27 23:32:04 +0000 2018,-0.8126,0.0,0.549,0.451,The Golden State Killer investigation relied on a fake DNA profile https://t.co/tloTpJS34Y,26
426,nytimes,Fri Apr 27 23:17:04 +0000 2018,0.0,0.0,1.0,0.0,"RT @PamelaPaulNYT: Whiz! Bam! Boom! The New York Times Book Review debuts Graphic Content, our new column on graphic novels and comics: htt…",27
427,nytimes,Fri Apr 27 23:02:04 +0000 2018,-0.3182,0.074,0.788,0.138,An EPA proposal to dramatically weaken car-emission standards could set up a legal clash with California. Here are… https://t.co/btSxayZncO,28
428,nytimes,Fri Apr 27 22:47:03 +0000 2018,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/hLZPorp8G9,29
429,nytimes,Fri Apr 27 22:32:06 +0000 2018,-0.4404,0.0,0.868,0.132,"The $375,000 salary for the new CDC director has come under criticism from Senate Democrats and watchdog groups. He… https://t.co/qFY0OAr623",30
430,nytimes,Fri Apr 27 22:17:06 +0000 2018,-0.4215,0.133,0.638,0.229,What it felt like to follow the news of the Golden State Killer https://t.co/6yJRuq5r3Q,31
431,nytimes,Fri Apr 27 22:05:04 +0000 2018,-0.3612,0.0,0.857,0.143,"""How do I cleave Bill Cosby from the man he seduced me into becoming?"" @wesley_morris asks https://t.co/5IODvhVrOB",32
432,nytimes,Fri Apr 27 21:40:07 +0000 2018,0.0772,0.064,0.936,0.0,RT @NYTMetro: A viral video of a foul-mouthed ex-Port Authority commissioner has had a unifying effect: Her former peers at the agency have…,33
433,nytimes,Fri Apr 27 21:25:04 +0000 2018,0.6767,0.26,0.74,0.0,Where is the royal wedding? Who is Harry's best man? Your questions answered: https://t.co/76VWjXjChw,34
434,nytimes,Fri Apr 27 21:10:03 +0000 2018,0.0,0.0,1.0,0.0,"Mississippi, the home to Faulkner, Welty, Ford and Ward, will soon be marking a literary trail for tourists https://t.co/IgCK0GFjfZ",35
435,nytimes,Fri Apr 27 20:55:09 +0000 2018,0.0,0.0,1.0,0.0,An official came across boxes that had been sitting around for decades. Inside were thousands of photos made in par… https://t.co/w3lADI0Gmi,36
436,nytimes,Fri Apr 27 20:40:06 +0000 2018,-0.7184,0.0,0.75,0.25,"In the Hart household, any act of insubordination could be severely punished. The children knew this all too well,… https://t.co/ya8Dy8G2aO",37
437,nytimes,Fri Apr 27 20:25:01 +0000 2018,0.4588,0.159,0.758,0.083,"RT @TheSteinLine: Going inside New Orleans' love affair with @RajonRondo ... and his insistence that ""I'm Rondo"" and ""there's no such thing…",38
438,nytimes,Fri Apr 27 20:10:03 +0000 2018,0.0,0.0,1.0,0.0,The New York Times had a spotty record of covering the AIDS epidemic in the early 1980s — and gay culture in general https://t.co/pSkTmJ85NI,39
439,nytimes,Fri Apr 27 20:07:07 +0000 2018,0.0,0.0,1.0,0.0,"Serena Williams has pulled ""all the curtains away"" on her private life in a documentary series on motherhood, marri… https://t.co/zRrWDylTIa",40
440,nytimes,Fri Apr 27 19:57:03 +0000 2018,-0.0772,0.141,0.667,0.192,"RT @nytopinion: A 9,000 mile migration? It was no problem for these remarkable birds – until humans got in the way. https://t.co/bid3xHR8xr",41
441,nytimes,Fri Apr 27 19:47:05 +0000 2018,0.6705,0.294,0.588,0.118,"A Kenyan movie about 2 girls who fall in love has been banned in Kenya for being ""too hopeful"" https://t.co/ip4Jelitqs",42
442,nytimes,Fri Apr 27 19:37:05 +0000 2018,-0.3818,0.0,0.88,0.12,"She desperately wanted to move in to a retirement community.
He told her he'd ""sit in the burned-out, firebombed ru… https://t.co/i6IoWZX5ng",43
443,nytimes,Fri Apr 27 19:31:50 +0000 2018,-0.8126,0.0,0.72,0.28,"RT @NYTNational: The day after law enforcement officials announced that they had finally arrested the Golden State Killer, the focus turned…",44
444,nytimes,Fri Apr 27 19:27:05 +0000 2018,0.2732,0.095,0.905,0.0,"""That first trial was just 11 months ago. In terms of collective consciousness, it might as well have been a lifeti… https://t.co/6umjfAzS6n",45
445,nytimes,Fri Apr 27 19:17:05 +0000 2018,0.0772,0.158,0.702,0.14,"After firing the House chaplain, Paul Ryan faced pushback in his own party https://t.co/rXjD4ZPV0d",46
446,nytimes,Fri Apr 27 19:07:04 +0000 2018,0.0,0.0,1.0,0.0,"RT @stanfordc: Royal by nature, if not by birth: It's the weekly news quiz https://t.co/wNbbI2KyvX",47
447,nytimes,Fri Apr 27 19:00:49 +0000 2018,0.0,0.0,1.0,0.0,"To discredit Bill Cosby's accusers, his publicist cited the Emmett Till lynching https://t.co/QMwOau3Rl6",48
448,nytimes,Fri Apr 27 18:47:05 +0000 2018,0.2023,0.079,0.921,0.0,RT @NYTSports: Why are the Angels going to a six-man pitching rotation and playing the slow-footed slugger Albert Pujols at first base more…,49
449,nytimes,Fri Apr 27 18:37:02 +0000 2018,0.2924,0.114,0.886,0.0,President Trump said he would not be fooled by North Korea the way his predecessors had been https://t.co/NSJpsDOUqK,50
450,nytimes,Fri Apr 27 18:27:03 +0000 2018,0.0,0.0,1.0,0.0,"RT @Jonesieman: Today's the 120th birthday of ""Madeline""'s author, Ludwig Bemelmans! He had WILD life, as i found out recently: https://t.c…",51
451,nytimes,Fri Apr 27 18:17:02 +0000 2018,-0.4215,0.0,0.714,0.286,Bill Cosby was found guilty. What's next? https://t.co/EGinhwDWvd,52
452,nytimes,Fri Apr 27 18:07:03 +0000 2018,-0.128,0.0,0.927,0.073,T-Mobile and Sprint are said to be close to a merger. A deal would mean that only 3 cellphone carriers dominate the… https://t.co/tzBAB4QylU,53
453,nytimes,Fri Apr 27 17:57:02 +0000 2018,0.0,0.0,1.0,0.0,President Trump has a chilly relationship with Angela Merkel. Her understated arrival at the White House was a shar… https://t.co/NmvpdhjhxX,54
454,nytimes,Fri Apr 27 17:47:03 +0000 2018,0.0,0.0,1.0,0.0,What President Trump can expect from his trip to Britain https://t.co/U0c6sil1z9,55
455,nytimes,Fri Apr 27 17:37:04 +0000 2018,0.0,0.0,1.0,0.0,"""There are several high concepts, several over-aching themes, to the Cosby trial"" https://t.co/WuAWbWM2c3",56
456,nytimes,Fri Apr 27 17:30:45 +0000 2018,0.0,0.0,1.0,0.0,Breaking News: Hundreds of Palestinians stormed the fence between Gaza and Israel. Israeli troops responded with le… https://t.co/Rvvr4oj4ok,57
457,nytimes,Fri Apr 27 17:27:06 +0000 2018,-0.802,0.0,0.69,0.31,"A man wielding a knife killed 7 children and injured a dozen others outside a middle school in China on Friday, the… https://t.co/304PtG0ugt",58
458,nytimes,Fri Apr 27 17:17:05 +0000 2018,0.7096,0.219,0.781,0.0,"RT @hfairfield: An ode to these rocks, which could help save the planet by removing earth-warming gases from the air: ""Carbonate veins form…",59
459,nytimes,Fri Apr 27 17:07:05 +0000 2018,0.6767,0.194,0.806,0.0,"Modern Love: What if he asked me to go with him, to Colombia or someplace else? What would I do?” https://t.co/K5GoGUtZ7D",60
460,nytimes,Fri Apr 27 16:59:08 +0000 2018,-0.0,0.105,0.746,0.149,"Urged on by a Hamas leader, hundreds of Palestinian protesters tried to cross the security barrier from Gaza into I… https://t.co/vLck1Z18iz",61
461,nytimes,Fri Apr 27 16:47:04 +0000 2018,0.3818,0.102,0.898,0.0,RT @nytpolitics: “Catholic members on both sides are furious.” Father Patrick J. Conroy said Speaker Paul D. Ryan relieved him of his job a…,62
462,nytimes,Fri Apr 27 16:37:03 +0000 2018,0.4404,0.281,0.719,0.0,"Andrea Constand's first statement since the Bill Cosby verdict: ""Truth prevails"" https://t.co/CP57q25b0C",63
463,nytimes,Fri Apr 27 16:27:01 +0000 2018,0.8271,0.393,0.55,0.057,"RT @NYTScience: Sorry if you're afraid of spiders, but this is pretty interesting https://t.co/FfCNjsIjHv",64
464,nytimes,Fri Apr 27 16:17:06 +0000 2018,-0.6249,0.0,0.779,0.221,"On one side of the fight, the argument that consumers should have a choice of electricity providers. On the other,… https://t.co/1GQwu3N3Uq",65
465,nytimes,Fri Apr 27 16:07:07 +0000 2018,0.6369,0.245,0.755,0.0,Kanye West’s tweets in support of President Trump have been embraced by conservatives eager for a pop-culture champ… https://t.co/3xxLp79snC,66
466,nytimes,Fri Apr 27 15:57:06 +0000 2018,0.0,0.0,1.0,0.0,"RT @nytopinion: I don’t have know what to do with #MeToo'ed men, writes @katiejmbaker. What I do have is a plea to take the question seriou…",67
467,nytimes,Fri Apr 27 15:47:02 +0000 2018,0.0,0.0,1.0,0.0,"Mark your calendars, New Jersey: November 17 will be Danny DeVito Day. https://t.co/ouwZ1aGbFm",68
468,nytimes,Fri Apr 27 15:37:03 +0000 2018,0.4767,0.147,0.853,0.0,RT @nytimesbusiness: How a onetime television producer for prank shows found a new career as an operative for corporate intelligence firms…,69
469,nytimes,Fri Apr 27 15:27:02 +0000 2018,0.0,0.0,1.0,0.0,The meeting between the leaders of North and South Korea was a master class in diplomatic stagecraft https://t.co/aR4IwBQT4y,70
470,nytimes,Fri Apr 27 15:17:04 +0000 2018,0.0,0.0,1.0,0.0,"Six months ago, a parks official came across 2 boxes that had been sitting around for decades. Inside were 2,924 sl… https://t.co/e9ZGsiNaWD",71
471,nytimes,Fri Apr 27 15:07:05 +0000 2018,0.0,0.0,1.0,0.0,How the Golden State Killer's identity was discovered using a genealogy database https://t.co/LqGbKDytBv,72
472,nytimes,Fri Apr 27 14:57:07 +0000 2018,-0.7717,0.0,0.782,0.218,"RT @jshkatz: Charleston, WV is at the center of the opioid crisis. So why'd they just give up a tool they could've used to fight it?
https:…",73
473,nytimes,Fri Apr 27 14:47:04 +0000 2018,0.0,0.0,1.0,0.0,The Russian lawyer who met with Trump campaign officials in Trump Tower in June 2016 had closer ties to the Kremlin… https://t.co/B08Ylugx74,74
474,nytimes,Fri Apr 27 14:36:02 +0000 2018,-0.4585,0.0,0.87,0.13,"RT @nytopinion: The Cosby conviction shows that the shield of celebrity is not impenetrable, but powerful men are still powerfully protecte…",75
475,nytimes,Fri Apr 27 14:27:46 +0000 2018,0.0,0.0,1.0,0.0,"""In the presence of the 'Mona Lisa,' digital photography, more than looking at the actual artwork, has become the p… https://t.co/EKNTuCGwlF",76
476,nytimes,Fri Apr 27 14:19:05 +0000 2018,-0.296,0.0,0.891,0.109,"Breaking News: A House panel released its report on Russian election meddling, saying it found no evidence the Trum… https://t.co/vcNwU3euLa",77
477,nytimes,Fri Apr 27 14:16:03 +0000 2018,-0.7579,0.0,0.683,0.317,"Here’s what we know so far about Joseph James DeAngelo, the Golden State Killer suspect https://t.co/fBQA2bkigj",78
478,nytimes,Fri Apr 27 14:00:11 +0000 2018,-0.6124,0.0,0.75,0.25,"How a routine traffic stop broke open a corruption investigation that ensnared the police, the players of Orthodox… https://t.co/sUezWfiGka",79
479,nytimes,Fri Apr 27 13:50:10 +0000 2018,-0.8012,0.0,0.625,0.375,"In a tweet, President Trump called James Comey ""either very sick or very dumb"" https://t.co/VLZK8g3FQJ",80
480,nytimes,Fri Apr 27 13:40:05 +0000 2018,0.0,0.0,1.0,0.0,"""I am a lawyer, and I am an informant,"" said Natalia Veselnitskaya, the Russian lawyer who met with Trump campaign… https://t.co/kMErbb2eDY",81
481,nytimes,Fri Apr 27 13:31:05 +0000 2018,0.7906,0.28,0.72,0.0,"President Trump told ""Fox &amp; Friends"" he had gotten his wife ""a beautiful card."" Trevor Noah was incredulous. Late-n… https://t.co/v62j3bP3DN",82
482,nytimes,Fri Apr 27 13:21:04 +0000 2018,0.0,0.0,1.0,0.0,"Your daily @DealBook Briefing:

• Can Angela Merkel change President Trump's mind on trade?

• Why Deutsche Bank wa… https://t.co/LaOeauxpSk",83
483,nytimes,Fri Apr 27 13:10:09 +0000 2018,0.4019,0.124,0.876,0.0,Oman's rocks are special. They could turn carbon dioxide into stone and store hundreds of years of human emissions.… https://t.co/JVkzeUWmyz,84
484,nytimes,Fri Apr 27 13:00:14 +0000 2018,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/x7bCmuBrDB https://t.co/ONE6yecBrN,85
485,nytimes,Fri Apr 27 12:45:10 +0000 2018,0.0,0.0,1.0,0.0,"Louis Arthur Charles is the fifth in line to the throne, after his grandfather Prince Charles; his father; and his… https://t.co/397d35mbyY",86
486,nytimes,Fri Apr 27 12:43:02 +0000 2018,0.25,0.087,0.913,0.0,"Breaking News: The U.S. economy grew at a 2.3% annual rate in the first quarter, easing off 2017's pace. The full y… https://t.co/IYFFH843O4",87
487,nytimes,Fri Apr 27 12:30:15 +0000 2018,-0.3412,0.0,0.893,0.107,"""If a sexual predator wanted to come up with a smoke screen for his ghastly conquests, he couldn't do better than C… https://t.co/TCL0VGSWYu",88
488,nytimes,Fri Apr 27 12:16:04 +0000 2018,0.0,0.0,1.0,0.0,The anti-vaccine movement has come for the pets https://t.co/D3u6R7hR59,89
489,nytimes,Fri Apr 27 12:00:11 +0000 2018,-0.7184,0.0,0.75,0.25,"In the Hart household, any act of insubordination could be severely punished. The children knew this all too well,… https://t.co/0wzZFtg5q4",90
490,nytimes,Fri Apr 27 11:45:05 +0000 2018,0.0,0.0,1.0,0.0,Video: Kim Jong-un walks across the inter-Korean border to meet Moon Jae-in https://t.co/ni8ooTZXb7,91
491,nytimes,Fri Apr 27 11:30:12 +0000 2018,-0.2023,0.091,0.783,0.126,The leaders of North and South Korea agreed to work to remove all nuclear weapons from the Korean Peninsula https://t.co/vMVfQPA5DU,92
492,nytimes,Fri Apr 27 11:15:09 +0000 2018,0.0,0.0,1.0,0.0,"""When he passed by me, I looked at him with disdain."" Lili Bernard, one of Bill Cosby's accusers, describes her exp… https://t.co/tt8jVF39f0",93
493,nytimes,Fri Apr 27 11:00:20 +0000 2018,0.7269,0.294,0.607,0.099,RT @nytopinion: Republicans largely devoted 2017 to making life better for the rich. This year their priority is making life worse for the…,94
494,nytimes,Fri Apr 27 10:45:06 +0000 2018,0.0772,0.064,0.936,0.0,"In only 15 months in office, President Trump has burned through a record number of advisers and associates who have… https://t.co/AwJdvLNNiY",95
495,nytimes,Fri Apr 27 10:30:08 +0000 2018,0.0,0.0,1.0,0.0,"A day after he was sworn in as secretary of state, Mike Pompeo arrived at NATO headquarters in Brussels with some w… https://t.co/1NazCLdSmr",96
496,nytimes,Fri Apr 27 10:15:04 +0000 2018,0.3612,0.1,0.855,0.045,RT @nytopinion: Italy seems on the verge of a new government led by one or two Euroskeptic parties. Does that mean it will leave the Europe…,97
497,nytimes,Fri Apr 27 10:10:07 +0000 2018,0.0,0.0,1.0,0.0,The British royal family revealed the name of the newly born son of the Duke and Duchess of Cambridge: Louis Arthur… https://t.co/bX5sXfdbfN,98
498,nytimes,Fri Apr 27 10:00:12 +0000 2018,0.0,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/1cWOTgXdSd https://t.co/1uDaexagjW,99
499,nytimes,Fri Apr 27 09:45:04 +0000 2018,-0.1779,0.0,0.925,0.075,"The last time Merkel met Trump at the White House, the two did not even manage to shake hands before photographers.… https://t.co/U1VmI8U3Pk",100
